**flightid,entryTime(milliseconds),exitTime(milliseconds),transitTime(milliseconds),upperStreamSector,currentSector,downStreamSector
559,69835000,70182282,347282,ZFW65,ZFW62,TRACOND10
559,70182282,71042000,859718,TRACOND10,KDFW,XXXX
560,64158000,64992782,834782,XXXX,KDEN,TRACONTKDEN
560,64992782,65238000,245218,TRACONTKDEN,ZDVCO,ZDV42
560,65238000,65419000,181000,ZDVCO,ZDV42,ZDV41
560,65419000,65743000,324000,ZDV42,ZDV41,ZDV29
560,65743000,66286000,543000,ZDV41,ZDV29,ZAB71
560,66286000,67085000,799000,ZDV29,ZAB71,ZAB97
560,67085000,68074000,989000,ZAB71,ZAB97,ZFW47
560,68074000,68926000,852000,ZAB97,ZFW47,ZFW94
560,68926000,69470000,544000,ZFW47,ZFW94,ZFW32
560,69470000,69610000,140000,ZFW94,ZFW32,ZFW75
560,69610000,69948782,338782,ZFW32,ZFW75,TRACOND10
560,69948782,70176000,227218,TRACOND10,KDFW,XXXX
561,30000000,56351000,26351000,XXXX,LFPG,TRACONTLFPG
561,56351000,58016000,1665000,TRACONTLFPG,ZMP12,ZAU23
561,58016000,58212000,196000,ZMP12,ZAU23,ZAU61
561,58212000,58653000,441000,ZAU23,ZAU61,ZAU84
561,58653000,59046000,393000,ZAU61,ZAU84,ZAU95
561,59046000,59368000,322000,ZAU84,ZAU95,ZAU91
561,59368000,60023000,655000,ZAU95,ZAU91,ZKC94
561,60023000,60705000,682000,ZAU91,ZKC94,ZKC30
561,60705000,61225000,520000,ZKC94,ZKC30,ZKC28
561,61225000,62126000,901000,ZKC30,ZKC28,ZME19
561,62126000,63994000,1868000,ZKC28,ZME19,ZFW42
561,63994000,64589000,595000,ZME19,ZFW42,ZFW37
561,64589000,64963041,374041,ZFW42,ZFW37,TRACOND10
561,64963041,64779000,-184041,TRACOND10,KDFW,XXXX
562,62340000,63174782,834782,XXXX,KBUR,TRACONTKBUR
562,63174782,63300000,125218,TRACONTKBUR,ZLALA,ZLA18
562,63300000,63441000,141000,ZLALA,ZLA18,ZLA20
562,63441000,63717000,276000,ZLA18,ZLA20,ZLA37
562,63717000,64381000,664000,ZLA20,ZLA37,ZLA35
562,64381000,64854000,473000,ZLA37,ZLA35,ZAB37
562,64854000,65613000,759000,ZLA35,ZAB37,ZAB45
562,65613000,66408000,795000,ZAB37,ZAB45,ZAB93
562,66408000,67348000,940000,ZAB45,ZAB93,ZAB68
562,67348000,68026000,678000,ZAB93,ZAB68,ZAB94
562,68026000,68850000,824000,ZAB68,ZAB94,ZAB87
562,68850000,69733000,883000,ZAB94,ZAB87,ZFW93
562,69733000,70568000,835000,ZAB87,ZFW93,ZFW47
562,70568000,71610000,1042000,ZFW93,ZFW47,ZFW75
562,71610000,71961282,351282,ZFW47,ZFW75,TRACOND10
562,71961282,72590000,628718,TRACOND10,KDFW,XXXX
563,56064000,56898782,834782,XXXX,KBDL,TRACONTKBDL
563,56898782,57089000,190218,TRACONTKBDL,ZBW06,ZBW20
563,57089000,57296000,207000,ZBW06,ZBW20,ZNY42
563,57296000,58068000,772000,ZBW20,ZNY42,ZNY10
563,58068000,58710000,642000,ZNY42,ZNY10,ZDC04
563,58710000,59159000,449000,ZNY10,ZDC04,ZDC42
563,59159000,60034000,875000,ZDC04,ZDC42,ZID79
563,60034000,60971000,937000,ZDC42,ZID79,ZID93
563,60971000,61618000,647000,ZID79,ZID93,ZID94
563,61618000,62116000,498000,ZID93,ZID94,ZME63
563,62116000,62983000,867000,ZID94,ZME63,ZME26
563,62983000,64201000,1218000,ZME63,ZME26,ZME21
563,64201000,65944000,1743000,ZME26,ZME21,ZFW42
563,65944000,66678000,734000,ZME21,ZFW42,ZFW37
563,66678000,67122282,444282,ZFW42,ZFW37,TRACOND10
563,67122282,67362000,239718,TRACOND10,KDFW,XXXX
564,67740000,68574782,834782,XXXX,KXNA,TRACONTKXNA
564,68574782,68791000,216218,TRACONTKXNA,ZMEFS,ZME02
564,68791000,69121000,330000,ZMEFS,ZME02,ZFW42
564,69121000,69687000,566000,ZME02,ZFW42,ZFW48
564,69687000,69814000,127000,ZFW42,ZFW48,ZFW37
564,69814000,70271782,457782,ZFW48,ZFW37,TRACOND10
564,70271782,70870000,598218,TRACOND10,KDFW,XXXX
565,52200000,54353000,2153000,XXXX,TJSJ,TRACONTTJSJ
565,54353000,57164000,2811000,TRACONTTJSJ,ZMA62,ZMA60
565,57164000,58816000,1652000,ZMA62,ZMA60,ZMA40
565,58816000,59912000,1096000,ZMA60,ZMA40,ZMA65
565,59912000,60105000,193000,ZMA40,ZMA65,ZMA64
565,60105000,60582000,477000,ZMA65,ZMA64,ZMA25
565,60582000,61120000,538000,ZMA64,ZMA25,ZMA08
565,61120000,62003000,883000,ZMA25,ZMA08,ZJX30
565,62003000,63260000,1257000,ZMA08,ZJX30,ZHU24
565,63260000,64178000,918000,ZJX30,ZHU24,ZHU65
565,64178000,64563000,385000,ZHU24,ZHU65,ZHU70
565,64563000,64848000,285000,ZHU65,ZHU70,ZHU42
565,64848000,65802000,954000,ZHU70,ZHU42,ZFW86
565,65802000,66135000,333000,ZHU42,ZFW86,ZHU42
565,66135000,66299000,164000,ZFW86,ZHU42,ZFW86
565,66299000,66657000,358000,ZHU42,ZFW86,ZFW89
565,66657000,67207000,550000,ZFW86,ZFW89,ZFW29
565,67207000,67591782,384782,ZFW89,ZFW29,TRACOND10
565,67591782,67869000,277218,TRACOND10,KDFW,XXXX
566,57270000,58104782,834782,XXXX,KLGA,TRACONTKLGA
566,58104782,58334000,229218,TRACONTKLGA,ZNYJF,ZNY55
566,58334000,58708000,374000,ZNYJF,ZNY55,ZNY09
566,58708000,59253000,545000,ZNY55,ZNY09,ZDC04
566,59253000,59976000,723000,ZNY09,ZDC04,ZDC52
566,59976000,61013000,1037000,ZDC04,ZDC52,ZTL42
566,61013000,62226000,1213000,ZDC52,ZTL42,ZTL39
566,62226000,62741000,515000,ZTL42,ZTL39,ZTL37
566,62741000,63044000,303000,ZTL39,ZTL37,ZME62
566,63044000,63783000,739000,ZTL37,ZME62,ZME31
566,63783000,64558000,775000,ZME62,ZME31,ZME26
566,64558000,65329000,771000,ZME31,ZME26,ZME21
566,65329000,66580000,1251000,ZME26,ZME21,ZFW42
566,66580000,66692000,112000,ZME21,ZFW42,ZME21
566,66692000,67069000,377000,ZFW42,ZME21,ZFW42
566,67069000,67828000,759000,ZME21,ZFW42,ZFW37
566,67828000,68261782,433782,ZFW42,ZFW37,TRACOND10
566,68261782,68491000,229218,TRACOND10,KDFW,XXXX
567,62232000,63066782,834782,XXXX,KIND,TRACONTKIND
567,63066782,63123000,56218,TRACONTKIND,ZIDIN,ZID18
567,63123000,63366000,243000,ZIDIN,ZID18,ZID17
567,63366000,63572000,206000,ZID18,ZID17,ZID81
567,63572000,64117000,545000,ZID17,ZID81,ZME63
567,64117000,64435000,318000,ZID81,ZME63,ZME25
567,64435000,65587000,1152000,ZME63,ZME25,ZME21
567,65587000,66964000,1377000,ZME25,ZME21,ZFW42
567,66964000,67915000,951000,ZME21,ZFW42,ZFW37
567,67915000,68380282,465282,ZFW42,ZFW37,TRACOND10
567,68380282,68832000,451718,TRACOND10,KDFW,XXXX
568,62262000,63096782,834782,XXXX,KCLT,TRACONTKCLT
568,63096782,63100000,3218,TRACONTKCLT,ZTLGP,ZTL31
568,63100000,63409000,309000,ZTLGP,ZTL31,ZTL32
568,63409000,64219000,810000,ZTL31,ZTL32,ZTL22
568,64219000,64726000,507000,ZTL32,ZTL22,ZTL03
568,64726000,65786000,1060000,ZTL22,ZTL03,ZME30
568,65786000,66978000,1192000,ZTL03,ZME30,ZME44
568,66978000,67519000,541000,ZME30,ZME44,ZME21
568,67519000,68432000,913000,ZME44,ZME21,ZFW42
568,68432000,69334000,902000,ZME21,ZFW42,ZFW37
568,69334000,69941782,607782,ZFW42,ZFW37,TRACOND10
568,69941782,70339000,397218,TRACOND10,KDFW,XXXX
569,63144000,63978782,834782,XXXX,KLAS,TRACONTKLAS
569,63978782,64040000,61218,TRACONTKLAS,ZLA07,ZLA08
569,64040000,64357000,317000,ZLA07,ZLA08,ZLA35
569,64357000,64896000,539000,ZLA08,ZLA35,ZLA36
569,64896000,65002000,106000,ZLA35,ZLA36,ZAB67
569,65002000,65838000,836000,ZLA36,ZAB67,ZAB93
569,65838000,66768000,930000,ZAB67,ZAB93,ZAB68
569,66768000,67168000,400000,ZAB93,ZAB68,ZAB94
569,67168000,67930000,762000,ZAB68,ZAB94,ZAB87
569,67930000,68746000,816000,ZAB94,ZAB87,ZFW93
569,68746000,69518000,772000,ZAB87,ZFW93,ZFW47
569,69518000,69988000,470000,ZFW93,ZFW47,ZFW94
569,69988000,70500000,512000,ZFW47,ZFW94,ZFW32
569,70500000,70612000,112000,ZFW94,ZFW32,ZFW75
569,70612000,70966782,354782,ZFW32,ZFW75,TRACOND10
569,70966782,71505000,538218,TRACOND10,KDFW,XXXX
570,64776000,65610782,834782,XXXX,KPHX,TRACONTKPHX
570,65610782,65622000,11218,TRACONTKPHX,ZAB46,ZAB38
570,65622000,66264000,642000,ZAB46,ZAB38,ZAB50
570,66264000,66612000,348000,ZAB38,ZAB50,ZAB68
570,66612000,67592000,980000,ZAB50,ZAB68,ZAB94
570,67592000,68192000,600000,ZAB68,ZAB94,ZAB87
570,68192000,69240000,1048000,ZAB94,ZAB87,ZFW93
570,69240000,70011000,771000,ZAB87,ZFW93,ZFW47
570,70011000,70489000,478000,ZFW93,ZFW47,ZFW94
570,70489000,70966000,477000,ZFW47,ZFW94,ZFW75
570,70966000,71417782,451782,ZFW94,ZFW75,TRACOND10
570,71417782,71997000,579218,TRACOND10,KDFW,XXXX
571,66468000,67302782,834782,XXXX,KIAH,TRACONTKIAH
571,67302782,68579000,1276218,TRACONTKIAH,ZHU86,ZFW29
571,68579000,69237782,658782,ZHU86,ZFW29,TRACOND10
571,69237782,69674000,436218,TRACOND10,KDFW,XXXX
572,62850000,63684782,834782,XXXX,KATL,TRACONTKATL
572,63684782,63688000,3218,TRACONTKATL,ZTL01,ZTL04
572,63688000,64063000,375000,ZTL01,ZTL04,ZTL03
572,64063000,64871000,808000,ZTL04,ZTL03,ZME46
572,64871000,65773000,902000,ZTL03,ZME46,ZME45
572,65773000,66381000,608000,ZME46,ZME45,ZFW92
572,66381000,66912000,531000,ZME45,ZFW92,ZFW86
572,66912000,67590000,678000,ZFW92,ZFW86,ZFW71
572,67590000,67785000,195000,ZFW86,ZFW71,ZFW90
572,67785000,68383000,598000,ZFW71,ZFW90,ZFW71
572,68383000,68488000,105000,ZFW90,ZFW71,ZFW83
572,68488000,68633000,145000,ZFW71,ZFW83,ZFW29
572,68633000,68722000,89000,ZFW83,ZFW29,ZFWDF
572,68722000,68816782,94782,ZFW29,ZFWDF,TRACOND10
572,68816782,69331000,514218,TRACOND10,KDFW,XXXX
573,64224000,65058782,834782,XXXX,KMSP,TRACONTKMSP
573,65058782,65270000,211218,TRACONTKMSP,ZMP07,ZMP08
573,65270000,65437000,167000,ZMP07,ZMP08,ZMP18
573,65437000,65872000,435000,ZMP08,ZMP18,ZMP30
573,65872000,66583000,711000,ZMP18,ZMP30,ZMP43
573,66583000,66966000,383000,ZMP30,ZMP43,ZMP42
573,66966000,67436000,470000,ZMP43,ZMP42,ZKC24
573,67436000,68163000,727000,ZMP42,ZKC24,ZKC02
573,68163000,68785000,622000,ZKC24,ZKC02,ZKC06
573,68785000,69409000,624000,ZKC02,ZKC06,ZKC27
573,69409000,69645000,236000,ZKC06,ZKC27,ZFW49
573,69645000,69980000,335000,ZKC27,ZFW49,ZFW48
573,69980000,70206000,226000,ZFW49,ZFW48,ZFW47
573,70206000,70450000,244000,ZFW48,ZFW47,ZFW75
573,70450000,70876782,426782,ZFW47,ZFW75,TRACOND10
573,70876782,71443000,566218,TRACOND10,KDFW,XXXX
574,66480000,67314782,834782,XXXX,KROW,TRACONTKROW
574,67314782,67631000,316218,TRACONTKROW,ZFW43,ZFW93
574,67631000,67928000,297000,ZFW43,ZFW93,ZFW82
574,67928000,69102000,1174000,ZFW93,ZFW82,ZFW65
574,69102000,69889000,787000,ZFW82,ZFW65,ZFW62
574,69889000,70111782,222782,ZFW65,ZFW62,TRACOND10
574,70111782,71092000,980218,TRACOND10,KDFW,XXXX
575,66360000,67194782,834782,XXXX,KAMA,TRACONTKAMA
575,67194782,67558000,363218,TRACONTKAMA,ZAB15,ZFW47
575,67558000,69000000,1442000,ZAB15,ZFW47,ZFW75
575,69000000,69468782,468782,ZFW47,ZFW75,TRACOND10
575,69468782,69592000,123218,TRACOND10,KDFW,XXXX
576,64763000,68044000,3281000,XXXX,MMSP,TRACONTMMSP
576,68044000,68047000,3000,TRACONTMMSP,Unknown,ZHU59
576,68047000,68898000,851000,Unknown,ZHU59,ZHU76
576,68898000,69403000,505000,ZHU59,ZHU76,ZHU74
576,69403000,69904000,501000,ZHU76,ZHU74,ZHU78
576,69904000,70234000,330000,ZHU74,ZHU78,ZFW46
576,70234000,70465000,231000,ZHU78,ZFW46,ZFW62
576,70465000,70840282,375282,ZFW46,ZFW62,TRACOND10
576,70840282,71593000,752718,TRACOND10,KDFW,XXXX
577,67980000,68814782,834782,XXXX,KLRD,TRACONTKLRD
577,68814782,69182000,367218,TRACONTKLRD,ZHU93,ZHU59
577,69182000,69337000,155000,ZHU93,ZHU59,ZHU76
577,69337000,69845000,508000,ZHU59,ZHU76,ZHU74
577,69845000,70425000,580000,ZHU76,ZHU74,ZHU78
577,70425000,70670000,245000,ZHU74,ZHU78,ZFW46
577,70670000,70897000,227000,ZHU78,ZFW46,ZFW62
577,70897000,71290282,393282,ZFW46,ZFW62,TRACOND10
577,71290282,72040000,749718,TRACOND10,KDFW,XXXX
578,59940000,60774782,834782,XXXX,KFWA,TRACONTKFWA
578,60774782,60791000,16218,TRACONTKFWA,ZAUFW,ZAU32
578,60791000,61094000,303000,ZAUFW,ZAU32,ZAU34
578,61094000,61209000,115000,ZAU32,ZAU34,ZAU46
578,61209000,61426000,217000,ZAU34,ZAU46,ZID89
578,61426000,61531000,105000,ZAU46,ZID89,ZID99
578,61531000,62134000,603000,ZID89,ZID99,ZKC98
578,62134000,62372000,238000,ZID99,ZKC98,ZKC90
578,62372000,63271000,899000,ZKC98,ZKC90,ZKC29
578,63271000,63737000,466000,ZKC90,ZKC29,ZME24
578,63737000,64217000,480000,ZKC29,ZME24,ZME19
578,64217000,65478000,1261000,ZME24,ZME19,ZFW50
578,65478000,66022000,544000,ZME19,ZFW50,ZFW48
578,66022000,66495000,473000,ZFW50,ZFW48,ZFW53
578,66495000,66647000,152000,ZFW48,ZFW53,ZFW37
578,66647000,66917782,270782,ZFW53,ZFW37,TRACOND10
578,66917782,67272000,354218,TRACOND10,KDFW,XXXX
579,60720000,61554782,834782,XXXX,KCMH,TRACONTKCMH
579,61554782,61558000,3218,TRACONTKCMH,ZIDDA,ZID31
579,61558000,61908000,350000,ZIDDA,ZID31,ZID88
579,61908000,62042000,134000,ZID31,ZID88,ZID66
579,62042000,62211000,169000,ZID88,ZID66,ZID76
579,62211000,62894000,683000,ZID66,ZID76,ZID92
579,62894000,63163000,269000,ZID76,ZID92,ZID91
579,63163000,63953000,790000,ZID92,ZID91,ZME61
579,63953000,64272000,319000,ZID91,ZME61,ZME24
579,64272000,65687000,1415000,ZME61,ZME24,ZME19
579,65687000,67057000,1370000,ZME24,ZME19,ZFW50
579,67057000,67516000,459000,ZME19,ZFW50,ZFW48
579,67516000,67962000,446000,ZFW50,ZFW48,ZFW53
579,67962000,68156000,194000,ZFW48,ZFW53,ZFW37
579,68156000,68412282,256282,ZFW53,ZFW37,TRACOND10
579,68412282,68859000,446718,TRACOND10,KDFW,XXXX
580,61200000,62034782,834782,XXXX,KGSP,TRACONTKGSP
580,62034782,62091000,56218,TRACONTKGSP,ZTL18,ZTL49
580,62091000,62439000,348000,ZTL18,ZTL49,ZTL50
580,62439000,62581000,142000,ZTL49,ZTL50,ZTL39
580,62581000,62792000,211000,ZTL50,ZTL39,ZTL36
580,62792000,62935000,143000,ZTL39,ZTL36,ZTL02
580,62935000,64288000,1353000,ZTL36,ZTL02,ZME32
580,64288000,65596000,1308000,ZTL02,ZME32,ZME43
580,65596000,66587000,991000,ZME32,ZME43,ZFW92
580,66587000,67281000,694000,ZME43,ZFW92,ZFW86
580,67281000,67963000,682000,ZFW92,ZFW86,ZFW89
580,67963000,68097000,134000,ZFW86,ZFW89,ZFW86
580,68097000,68256000,159000,ZFW89,ZFW86,ZFW89
580,68256000,68366000,110000,ZFW86,ZFW89,ZFW86
580,68366000,68525000,159000,ZFW89,ZFW86,ZFW89
580,68525000,69259000,734000,ZFW86,ZFW89,ZFW29
580,69259000,69664282,405282,ZFW89,ZFW29,TRACOND10
580,69664282,69998000,333718,TRACOND10,KDFW,XXXX
581,68040000,68874782,834782,XXXX,KSHV,TRACONTKSHV
581,68874782,68878000,3218,TRACONTKSHV,ZFWGG,ZFW30
581,68878000,69102000,224000,ZFWGG,ZFW30,ZFW29
581,69102000,69221000,119000,ZFW30,ZFW29,ZFW83
581,69221000,70131000,910000,ZFW29,ZFW83,ZFWDF
581,70131000,70246782,115782,ZFW83,ZFWDF,TRACOND10
581,70246782,70928000,681218,TRACOND10,KDFW,XXXX
582,64260000,65094782,834782,XXXX,KPNS,TRACONTKPNS
582,65094782,65098000,3218,TRACONTKPNS,ZHUMO,ZHU25
582,65098000,65419000,321000,ZHUMO,ZHU25,ZHU63
582,65419000,65855000,436000,ZHU25,ZHU63,ZHU37
582,65855000,66539000,684000,ZHU63,ZHU37,ZHU81
582,66539000,67677000,1138000,ZHU37,ZHU81,ZFW86
582,67677000,68533000,856000,ZHU81,ZFW86,ZFW89
582,68533000,69225000,692000,ZFW86,ZFW89,ZFW29
582,69225000,69507282,282282,ZFW89,ZFW29,TRACOND10
582,69507282,69995000,487718,TRACOND10,KDFW,XXXX
583,67140000,68656000,1516000,XXXX,MMCU,TRACONTMMCU
583,68656000,68740000,84000,TRACONTMMCU,ZAB63,ZAB78
583,68740000,69832000,1092000,ZAB63,ZAB78,ZHU97
583,69832000,70523000,691000,ZAB78,ZHU97,ZFW82
583,70523000,71037000,514000,ZHU97,ZFW82,ZHU74
583,71037000,71562000,525000,ZFW82,ZHU74,ZFW65
583,71562000,71834000,272000,ZHU74,ZFW65,ZFW62
583,71834000,72158782,324782,ZFW65,ZFW62,TRACOND10
583,72158782,72949000,790218,TRACOND10,KDFW,XXXX
584,66180000,67014782,834782,XXXX,KMOB,TRACONTKMOB
584,67014782,67018000,3218,TRACONTKMOB,ZHUGP,ZHU27
584,67018000,67338000,320000,ZHUGP,ZHU27,ZHU65
584,67338000,67774000,436000,ZHU27,ZHU65,ZHU37
584,67774000,67958000,184000,ZHU65,ZHU37,ZHU81
584,67958000,69104000,1146000,ZHU37,ZHU81,ZFW86
584,69104000,69500000,396000,ZHU81,ZFW86,ZFW89
584,69500000,70231000,731000,ZFW86,ZFW89,ZFW29
584,70231000,70496782,265782,ZFW89,ZFW29,TRACOND10
584,70496782,71408000,911218,TRACOND10,KDFW,XXXX
585,66162000,66996782,834782,XXXX,KHOU,TRACONTKHOU
585,66996782,67114000,117218,TRACONTKHOU,ZHUIA,ZHU86
585,67114000,67360000,246000,ZHUIA,ZHU86,ZHU46
585,67360000,68369000,1009000,ZHU86,ZHU46,ZFW89
585,68369000,68619000,250000,ZHU46,ZFW89,ZFW29
585,68619000,69034782,415782,ZFW89,ZFW29,TRACOND10
585,69034782,69218000,183218,TRACOND10,KDFW,XXXX
586,65760000,66594782,834782,XXXX,KMTJ,TRACONTKMTJ
586,66594782,67082000,487218,TRACONTKMTJ,ZDV12,ZDV37
586,67082000,67213000,131000,ZDV12,ZDV37,ZDV29
586,67213000,67552000,339000,ZDV37,ZDV29,ZDV30
586,67552000,67957000,405000,ZDV29,ZDV30,ZAB72
586,67957000,68796000,839000,ZDV30,ZAB72,ZAB98
586,68796000,69951000,1155000,ZAB72,ZAB98,ZFW47
586,69951000,70948000,997000,ZAB98,ZFW47,ZFW75
586,70948000,71388782,440782,ZFW47,ZFW75,TRACOND10
586,71388782,71938000,549218,TRACOND10,KDFW,XXXX
587,67860000,68760000,900000,XXXX,KLAW,TRACONTKLAW
587,68760000,69477000,717000,TRACONTKLAW,ZFWSP,ZFW75
587,69477000,69919000,442000,ZFWSP,ZFW75,ZFW98
587,69919000,70082000,163000,ZFW75,ZFW98,TRACOND10
587,70082000,70357000,275000,TRACOND10,KDFW,XXXX
588,66600000,67500000,900000,XXXX,KMLU,TRACONTKMLU
588,67500000,67521000,21000,TRACONTKMLU,ZFWML,ZFWBD
588,67521000,67626000,105000,ZFWML,ZFWBD,ZFW30
588,67626000,69062000,1436000,ZFWBD,ZFW30,ZFW83
588,69062000,69861000,799000,ZFW30,ZFW83,ZFW26
588,69861000,69980000,119000,ZFW83,ZFW26,ZFW25
588,69980000,70049500,69500,ZFW26,ZFW25,TRACOND10
588,70049500,70931000,881500,TRACOND10,KDFW,XXXX
589,58500000,60198000,1698000,XXXX,CYYZ,TRACONTCYYZ
589,60198000,60600000,402000,TRACONTCYYZ,ZOB26,ZOB29
589,60600000,60864000,264000,ZOB26,ZOB29,ZOB45
589,60864000,61327000,463000,ZOB29,ZOB45,ZAU33
589,61327000,62131000,804000,ZOB45,ZAU33,ZAU47
589,62131000,62197000,66000,ZAU33,ZAU47,ZID99
589,62197000,62929000,732000,ZAU47,ZID99,ZKC98
589,62929000,63118000,189000,ZID99,ZKC98,ZKC90
589,63118000,63989000,871000,ZKC98,ZKC90,ZKC31
589,63989000,64427000,438000,ZKC90,ZKC31,ZME24
589,64427000,64878000,451000,ZKC31,ZME24,ZME19
589,64878000,66536000,1658000,ZME24,ZME19,ZFW42
589,66536000,67154000,618000,ZME19,ZFW42,ZFW37
589,67154000,67518282,364282,ZFW42,ZFW37,TRACOND10
589,67518282,67826000,307718,TRACOND10,KDFW,XXXX
590,67500000,68334782,834782,XXXX,KLBB,TRACONTKLBB
590,68334782,68651000,316218,TRACONTKLBB,ZFW64,ZFW93
590,68651000,68728000,77000,ZFW64,ZFW93,ZFW94
590,68728000,68877000,149000,ZFW93,ZFW94,ZFW47
590,68877000,69043000,166000,ZFW94,ZFW47,ZFW94
590,69043000,69449000,406000,ZFW47,ZFW94,ZFW39
590,69449000,69683000,234000,ZFW94,ZFW39,ZFW94
590,69683000,69745000,62000,ZFW39,ZFW94,ZFW32
590,69745000,70001000,256000,ZFW94,ZFW32,ZFW75
590,70001000,70217782,216782,ZFW32,ZFW75,TRACOND10
590,70217782,70713000,495218,TRACOND10,KDFW,XXXX
591,62520000,63354782,834782,XXXX,KMKE,TRACONTKMKE
591,63354782,63434000,79218,TRACONTKMKE,ZAUOR,ZAU62
591,63434000,63573000,139000,ZAUOR,ZAU62,ZAU44
591,63573000,63672000,99000,ZAU62,ZAU44,ZAU83
591,63672000,64053000,381000,ZAU44,ZAU83,ZAU45
591,64053000,64692000,639000,ZAU83,ZAU45,ZKC84
591,64692000,65727000,1035000,ZAU45,ZKC84,ZKC29
591,65727000,67060000,1333000,ZKC84,ZKC29,ZME22
591,67060000,68618000,1558000,ZKC29,ZME22,ZFW42
591,68618000,69264000,646000,ZME22,ZFW42,ZFW37
591,69264000,69618782,354782,ZFW42,ZFW37,TRACOND10
591,69618782,69914000,295218,TRACOND10,KDFW,XXXX
592,57600000,58434782,834782,XXXX,KDCA,TRACONTKDCA
592,58434782,58589000,154218,TRACONTKDCA,ZDCDI,ZDC05
592,58589000,58848000,259000,ZDCDI,ZDC05,ZDC03
592,58848000,59097000,249000,ZDC05,ZDC03,ZDC42
592,59097000,59586000,489000,ZDC03,ZDC42,ZID79
592,59586000,60571000,985000,ZDC42,ZID79,ZID93
592,60571000,61250000,679000,ZID79,ZID93,ZID94
592,61250000,61773000,523000,ZID93,ZID94,ZME63
592,61773000,62685000,912000,ZID94,ZME63,ZME26
592,62685000,63964000,1279000,ZME63,ZME26,ZME21
592,63964000,65310000,1346000,ZME26,ZME21,ZFW42
592,65310000,65440000,130000,ZME21,ZFW42,ZME21
592,65440000,65795000,355000,ZFW42,ZME21,ZFW42
592,65795000,66618000,823000,ZME21,ZFW42,ZFW37
592,66618000,66978282,360282,ZFW42,ZFW37,TRACOND10
592,66978282,67272000,293718,TRACOND10,KDFW,XXXX
593,62970000,63804782,834782,XXXX,KATL,TRACONTKATL
593,63804782,63808000,3218,TRACONTKATL,ZTL01,ZTL04
593,63808000,64154000,346000,ZTL01,ZTL04,ZTL03
593,64154000,64540000,386000,ZTL04,ZTL03,ZTL02
593,64540000,64824000,284000,ZTL03,ZTL02,ZME32
593,64824000,66007000,1183000,ZTL02,ZME32,ZME44
593,66007000,66546000,539000,ZME32,ZME44,ZME20
593,66546000,67942000,1396000,ZME44,ZME20,ZFW42
593,67942000,68639000,697000,ZME20,ZFW42,ZFW37
593,68639000,69162282,523282,ZFW42,ZFW37,TRACOND10
593,69162282,69360000,197718,TRACOND10,KDFW,XXXX
594,71628000,72462782,834782,XXXX,KIAH,TRACONTKIAH
594,72462782,73013000,550218,TRACONTKIAH,ZHU86,ZFW89
594,73013000,74033000,1020000,ZHU86,ZFW89,ZFW29
594,74033000,74372282,339282,ZFW89,ZFW29,TRACOND10
594,74372282,74468000,95718,TRACOND10,KDFW,XXXX
595,65280000,66114782,834782,XXXX,KSAN,TRACONTKSAN
595,66114782,66657000,542218,TRACONTKSAN,ZLA09,ZLA31
595,66657000,67164000,507000,ZLA09,ZLA31,ZAB91
595,67164000,68580000,1416000,ZLA31,ZAB91,ZAB90
595,68580000,69648000,1068000,ZAB91,ZAB90,ZAB19
595,69648000,70483000,835000,ZAB90,ZAB19,ZAB63
595,70483000,71584000,1101000,ZAB19,ZAB63,ZFW82
595,71584000,73789000,2205000,ZAB63,ZFW82,ZFW65
595,73789000,74472000,683000,ZFW82,ZFW65,ZFW62
595,74472000,74799782,327782,ZFW65,ZFW62,TRACOND10
595,74799782,75019000,219218,TRACOND10,KDFW,XXXX
596,70260000,71094782,834782,XXXX,KOKC,TRACONTKOKC
596,71094782,71384000,289218,TRACONTKOKC,ZFW36,ZFWSP
596,71384000,71476000,92000,ZFW36,ZFWSP,ZFW75
596,71476000,72531282,1055282,ZFWSP,ZFW75,TRACOND10
596,72531282,72574000,42718,TRACOND10,KDFW,XXXX
597,62910000,63744782,834782,XXXX,KPHL,TRACONTKPHL
597,63744782,63748000,3218,TRACONTKPHL,ZNYPH,ZNY25
597,63748000,63913000,165000,ZNYPH,ZNY25,ZNY26
597,63913000,64053000,140000,ZNY25,ZNY26,ZNY25
597,64053000,64300000,247000,ZNY26,ZNY25,ZDC06
597,64300000,64401000,101000,ZNY25,ZDC06,ZDC04
597,64401000,64763000,362000,ZDC06,ZDC04,ZDC03
597,64763000,65661000,898000,ZDC04,ZDC03,ZID85
597,65661000,66624000,963000,ZDC03,ZID85,ZID83
597,66624000,67287000,663000,ZID85,ZID83,ZID84
597,67287000,67798000,511000,ZID83,ZID84,ZME63
597,67798000,68689000,891000,ZID84,ZME63,ZME26
597,68689000,69940000,1251000,ZME63,ZME26,ZME21
597,69940000,71255000,1315000,ZME26,ZME21,ZFW42
597,71255000,71378000,123000,ZME21,ZFW42,ZME21
597,71378000,71772000,394000,ZFW42,ZME21,ZFW42
597,71772000,72544000,772000,ZME21,ZFW42,ZFW37
597,72544000,72941282,397282,ZFW42,ZFW37,TRACOND10
597,72941282,73163000,221718,TRACOND10,KDFW,XXXX
598,63300000,64797000,1497000,XXXX,CYYZ,TRACONTCYYZ
598,64797000,64858000,61000,TRACONTCYYZ,ZOB18,ZOB19
598,64858000,65632000,774000,ZOB18,ZOB19,ZOB29
