**flightid,entryTime(milliseconds),exitTime(milliseconds),transitTime(milliseconds),upperStreamSector,currentSector,downStreamSector
42,31245000,31808000,563000,ZJX14,ZJX17,ZJX34
42,31808000,32361000,553000,ZJX17,ZJX34,ZJX11
42,32361000,33370000,1009000,ZJX34,ZJX11,ZHU63
42,33370000,34041000,671000,ZJX11,ZHU63,ZHU65
42,34041000,34743000,702000,ZHU63,ZHU65,ZHU42
42,34743000,35824000,1081000,ZHU65,ZHU42,ZFW86
42,35824000,36195000,371000,ZHU42,ZFW86,ZFW89
42,36195000,36854000,659000,ZFW86,ZFW89,ZFW29
42,36854000,37153282,299282,ZFW89,ZFW29,TRACOND10
42,37153282,37958000,804718,TRACOND10,KDFW,XXXX
43,34422000,35256782,834782,XXXX,KMCI,TRACONTKMCI
43,35256782,35289000,32218,TRACONTKMCI,ZKC42,ZKC48
43,35289000,35801000,512000,ZKC42,ZKC48,ZKC02
43,35801000,36008000,207000,ZKC48,ZKC02,ZKC27
43,36008000,36717000,709000,ZKC02,ZKC27,ZFW50
43,36717000,37403000,686000,ZKC27,ZFW50,ZFW48
43,37403000,37827000,424000,ZFW50,ZFW48,ZFW53
43,37827000,37935000,108000,ZFW48,ZFW53,ZFW37
43,37935000,38226782,291782,ZFW53,ZFW37,TRACOND10
43,38226782,38994000,767218,TRACOND10,KDFW,XXXX
44,36960000,37794782,834782,XXXX,KAUS,TRACONTKAUS
44,37794782,37920000,125218,TRACONTKAUS,ZFWGR,ZHU50
44,37920000,38212000,292000,ZFWGR,ZHU50,ZFW62
44,38212000,39005782,793782,ZHU50,ZFW62,TRACOND10
44,39005782,39642000,636218,TRACOND10,KDFW,XXXX
45,34260000,35094782,834782,XXXX,KOMA,TRACONTKOMA
45,35094782,35098000,3218,TRACONTKOMA,ZMPOM,ZMP26
45,35098000,35528000,430000,ZMPOM,ZMP26,ZKC46
45,35528000,35640000,112000,ZMP26,ZKC46,ZKC24
45,35640000,36284000,644000,ZKC46,ZKC24,ZKC02
45,36284000,36915000,631000,ZKC24,ZKC02,ZKC06
45,36915000,37555000,640000,ZKC02,ZKC06,ZKC27
45,37555000,37798000,243000,ZKC06,ZKC27,ZFW49
45,37798000,38090000,292000,ZKC27,ZFW49,ZFW48
45,38090000,38562000,472000,ZFW49,ZFW48,ZFW75
45,38562000,38954782,392782,ZFW48,ZFW75,TRACOND10
45,38954782,39580000,625218,TRACOND10,KDFW,XXXX
46,36060000,36894782,834782,XXXX,KICT,TRACONTKICT
46,36894782,37443000,548218,TRACONTKICT,ZKC62,ZKC27
46,37443000,37758000,315000,ZKC62,ZKC27,ZFW49
46,37758000,38009000,251000,ZKC27,ZFW49,ZFW48
46,38009000,38561000,552000,ZFW49,ZFW48,ZFW75
46,38561000,38893782,332782,ZFW48,ZFW75,TRACOND10
46,38893782,39545000,651218,TRACOND10,KDFW,XXXX
47,36240000,37074782,834782,XXXX,KAUS,TRACONTKAUS
47,37074782,37200000,125218,TRACONTKAUS,ZFWGR,ZHU50
47,37200000,37496000,296000,ZFWGR,ZHU50,ZFW62
47,37496000,37998000,502000,ZHU50,ZFW62,ZFW96
47,37998000,38107000,109000,ZFW62,ZFW96,ZFW62
47,38107000,38371782,264782,ZFW96,ZFW62,TRACOND10
47,38371782,38949000,577218,TRACOND10,KDFW,XXXX
48,34200000,35034782,834782,XXXX,KSTL,TRACONTKSTL
48,35034782,35129000,94218,TRACONTKSTL,ZKCST,ZKC53
48,35129000,35427000,298000,ZKCST,ZKC53,ZKC29
48,35427000,35935000,508000,ZKC53,ZKC29,ZKC31
48,35935000,36460000,525000,ZKC29,ZKC31,ZME19
48,36460000,37592000,1132000,ZKC31,ZME19,ZFW42
48,37592000,38072000,480000,ZME19,ZFW42,ZFW37
48,38072000,38621782,549782,ZFW42,ZFW37,TRACOND10
48,38621782,39310000,688218,TRACOND10,KDFW,XXXX
49,34560000,35394782,834782,XXXX,KMFE,TRACONTKMFE
49,35394782,35608000,213218,TRACONTKMFE,ZHUNQ,ZHU58
49,35608000,35938000,330000,ZHUNQ,ZHU58,ZHU59
49,35938000,36225000,287000,ZHU58,ZHU59,ZHU95
49,36225000,37136000,911000,ZHU59,ZHU95,ZHU78
49,37136000,37347000,211000,ZHU95,ZHU78,ZHU82
49,37347000,37735000,388000,ZHU78,ZHU82,ZHU46
49,37735000,38018000,283000,ZHU82,ZHU46,ZFW89
49,38018000,38213000,195000,ZHU46,ZFW89,ZFW29
49,38213000,38567782,354782,ZFW89,ZFW29,TRACOND10
49,38567782,39369000,801218,TRACOND10,KDFW,XXXX
50,35172000,36006782,834782,XXXX,KSAT,TRACONTKSAT
50,36006782,36549000,542218,TRACONTKSAT,ZHU50,ZHU74
50,36549000,36659000,110000,ZHU50,ZHU74,ZFW65
50,36659000,37035000,376000,ZHU74,ZFW65,ZFW46
50,37035000,37115000,80000,ZFW65,ZFW46,ZFW96
50,37115000,37178000,63000,ZFW46,ZFW96,ZFW62
50,37178000,37465282,287282,ZFW96,ZFW62,TRACOND10
50,37465282,38074000,608718,TRACOND10,KDFW,XXXX
51,34080000,34914782,834782,XXXX,KJAN,TRACONTKJAN
51,34914782,35278000,363218,TRACONTKJAN,ZME66,ZFW92
51,35278000,35829000,551000,ZME66,ZFW92,ZFW86
51,35829000,36623000,794000,ZFW92,ZFW86,ZFW71
51,36623000,37118000,495000,ZFW86,ZFW71,ZFW29
51,37118000,37409782,291782,ZFW71,ZFW29,TRACOND10
51,37409782,38250000,840218,TRACOND10,KDFW,XXXX
52,29520000,30354782,834782,XXXX,KGRR,TRACONTKGRR
52,30354782,30358000,3218,TRACONTKGRR,ZAUAZ,ZAU80
52,30358000,30677000,319000,ZAUAZ,ZAU80,ZAU82
52,30677000,30898000,221000,ZAU80,ZAU82,ZAU34
52,30898000,31065000,167000,ZAU82,ZAU34,ZAU33
52,31065000,31176000,111000,ZAU34,ZAU33,ZAU84
52,31176000,31306000,130000,ZAU33,ZAU84,ZAU47
52,31306000,31732000,426000,ZAU84,ZAU47,ZAU45
52,31732000,32116000,384000,ZAU47,ZAU45,ZKC94
52,32116000,33233000,1117000,ZAU45,ZKC94,ZKC29
52,33233000,34634000,1401000,ZKC94,ZKC29,ZME19
52,34634000,35760000,1126000,ZKC29,ZME19,ZFW42
52,35760000,36435000,675000,ZME19,ZFW42,ZFW37
52,36435000,36777282,342282,ZFW42,ZFW37,TRACOND10
52,36777282,37568000,790718,TRACOND10,KDFW,XXXX
53,34560000,35394782,834782,XXXX,KSHV,TRACONTKSHV
53,35394782,35398000,3218,TRACONTKSHV,ZFWGG,ZFW30
53,35398000,35619000,221000,ZFWGG,ZFW30,ZFW29
53,35619000,35792000,173000,ZFW30,ZFW29,ZFW83
53,35792000,36559000,767000,ZFW29,ZFW83,ZFWDF
53,36559000,36673782,114782,ZFW83,ZFWDF,TRACOND10
53,36673782,37450000,776218,TRACOND10,KDFW,XXXX
54,33660000,34494782,834782,XXXX,KSGF,TRACONTKSGF
54,34494782,34543000,48218,TRACONTKSGF,ZKCSF,ZME03
54,34543000,34646000,103000,ZKCSF,ZME03,ZME02
54,34646000,34858000,212000,ZME03,ZME02,ZME22
54,34858000,35592000,734000,ZME02,ZME22,ZFW42
54,35592000,36180000,588000,ZME22,ZFW42,ZFW37
54,36180000,36623782,443782,ZFW42,ZFW37,TRACOND10
54,36623782,37392000,768218,TRACOND10,KDFW,XXXX
55,35280000,36114782,834782,XXXX,KABI,TRACONTKABI
55,36114782,36139000,24218,TRACONTKABI,ZFWAB,ZFW62
55,36139000,36883782,744782,ZFWAB,ZFW62,TRACOND10
55,36883782,37854000,970218,TRACOND10,KDFW,XXXX
56,30180000,31014782,834782,XXXX,KAGS,TRACONTKAGS
56,31014782,31077000,62218,TRACONTKAGS,ZTLAG,ZTL19
56,31077000,31434000,357000,ZTLAG,ZTL19,ZTL32
56,31434000,31519000,85000,ZTL19,ZTL32,ZTL22
56,31519000,31740000,221000,ZTL32,ZTL22,ZTL27
56,31740000,31989000,249000,ZTL22,ZTL27,ZTL02
56,31989000,33082000,1093000,ZTL27,ZTL02,ZME32
56,33082000,34106000,1024000,ZTL02,ZME32,ZME43
56,34106000,34905000,799000,ZME32,ZME43,ZFW92
56,34905000,35467000,562000,ZME43,ZFW92,ZFW86
56,35467000,36256000,789000,ZFW92,ZFW86,ZFW71
56,36256000,36704000,448000,ZFW86,ZFW71,ZFW83
56,36704000,36788000,84000,ZFW71,ZFW83,ZFW29
56,36788000,37058782,270782,ZFW83,ZFW29,TRACOND10
56,37058782,37889000,830218,TRACOND10,KDFW,XXXX
57,33822000,34656782,834782,XXXX,KHOU,TRACONTKHOU
57,34656782,34771000,114218,TRACONTKHOU,ZHUIA,ZHU86
57,34771000,34974000,203000,ZHUIA,ZHU86,ZHU46
57,34974000,35340000,366000,ZHU86,ZHU46,ZFW89
57,35340000,35878000,538000,ZHU46,ZFW89,ZFW29
57,35878000,36207782,329782,ZFW89,ZFW29,TRACOND10
57,36207782,37086000,878218,TRACOND10,KDFW,XXXX
58,33300000,34134782,834782,XXXX,KCRP,TRACONTKCRP
58,34134782,34451000,316218,TRACONTKCRP,ZHU58,ZHU95
58,34451000,34579000,128000,ZHU58,ZHU95,ZHU76
58,34579000,35112000,533000,ZHU95,ZHU76,ZHU74
58,35112000,35909000,797000,ZHU76,ZHU74,ZFW65
58,35909000,36162000,253000,ZHU74,ZFW65,ZFW62
58,36162000,36426782,264782,ZFW65,ZFW62,TRACOND10
58,36426782,37399000,972218,TRACOND10,KDFW,XXXX
59,30180000,31014782,834782,XXXX,KFWA,TRACONTKFWA
59,31014782,31031000,16218,TRACONTKFWA,ZAUFW,ZAU32
59,31031000,31334000,303000,ZAUFW,ZAU32,ZAU34
59,31334000,31448000,114000,ZAU32,ZAU34,ZAU46
59,31448000,31666000,218000,ZAU34,ZAU46,ZID89
59,31666000,31770000,104000,ZAU46,ZID89,ZID99
59,31770000,32371000,601000,ZID89,ZID99,ZKC98
59,32371000,32609000,238000,ZID99,ZKC98,ZKC90
59,32609000,33504000,895000,ZKC98,ZKC90,ZKC29
59,33504000,33968000,464000,ZKC90,ZKC29,ZME24
59,33968000,34446000,478000,ZKC29,ZME24,ZME19
59,34446000,35705000,1259000,ZME24,ZME19,ZFW42
59,35705000,36363000,658000,ZME19,ZFW42,ZFW37
59,36363000,36699782,336782,ZFW42,ZFW37,TRACOND10
59,36699782,37491000,791218,TRACOND10,KDFW,XXXX
60,33660000,34494782,834782,XXXX,KMOB,TRACONTKMOB
60,34494782,34498000,3218,TRACONTKMOB,ZHUGP,ZHU27
60,34498000,34811000,313000,ZHUGP,ZHU27,ZHU65
60,34811000,35434000,623000,ZHU27,ZHU65,ZHU42
60,35434000,36555000,1121000,ZHU65,ZHU42,ZFW86
60,36555000,36942000,387000,ZHU42,ZFW86,ZFW89
60,36942000,37681000,739000,ZFW86,ZFW89,ZFW29
60,37681000,37905782,224782,ZFW89,ZFW29,TRACOND10
60,37905782,38839000,933218,TRACOND10,KDFW,XXXX
61,33780000,34614782,834782,XXXX,KTXK,TRACONTKTXK
61,34614782,34934000,319218,TRACONTKTXK,ZFW27,ZFW37
61,34934000,35633782,699782,ZFW27,ZFW37,TRACOND10
61,35633782,36367000,733218,TRACOND10,KDFW,XXXX
62,33600000,34434782,834782,XXXX,KLIT,TRACONTKLIT
62,34434782,34802000,367218,TRACONTKLIT,ZME01,ZME21
62,34802000,35017000,215000,ZME01,ZME21,ZFW42
62,35017000,35707000,690000,ZME21,ZFW42,ZFW37
62,35707000,36169782,462782,ZFW42,ZFW37,TRACOND10
62,36169782,36922000,752218,TRACOND10,KDFW,XXXX
63,37020000,37920000,900000,XXXX,KCLL,TRACONTKCLL
63,37920000,37924000,4000,TRACONTKCLL,ZHU84,ZHU83
63,37924000,38047000,123000,ZHU84,ZHU83,ZFW96
63,38047000,38145000,98000,ZHU83,ZFW96,ZFW29
63,38145000,38982000,837000,ZFW96,ZFW29,ZFW25
63,38982000,39142000,160000,ZFW29,ZFW25,TRACOND10
63,39142000,40142000,1000000,TRACOND10,KDFW,XXXX
64,33660000,34560000,900000,XXXX,KFSM,TRACONTKFSM
64,34560000,34768000,208000,TRACONTKFSM,ZME02,ZFW27
64,34768000,34948000,180000,ZME02,ZFW27,ZFW38
64,34948000,35494000,546000,ZFW27,ZFW38,ZFW37
64,35494000,36191000,697000,ZFW38,ZFW37,ZFW24
64,36191000,36363000,172000,ZFW37,ZFW24,TRACOND10
64,36363000,37167000,804000,TRACOND10,KDFW,XXXX
65,36000000,36899999,899999,XXXX,KAMA,TRACONTKAMA
65,36899999,37320000,420001,TRACONTKAMA,ZAB15,ZFW34
65,37320000,38140000,820000,ZAB15,ZFW34,ZFWSP
65,38140000,38738000,598000,ZFW34,ZFWSP,ZFW75
65,38738000,39075000,337000,ZFWSP,ZFW75,ZFW98
65,39075000,39258999,183999,ZFW75,ZFW98,TRACOND10
65,39258999,39947000,688001,TRACOND10,KDFW,XXXX
66,34440000,35340000,900000,XXXX,KLAW,TRACONTKLAW
66,35340000,35662000,322000,TRACONTKLAW,ZFWSP,ZFW98
66,35662000,36230500,568500,ZFWSP,ZFW98,TRACOND10
66,36230500,36916000,685500,TRACOND10,KDFW,XXXX
67,37878000,38712782,834782,XXXX,KDEN,TRACONTKDEN
67,38712782,38959000,246218,TRACONTKDEN,ZDVCO,ZDV42
67,38959000,39139000,180000,ZDVCO,ZDV42,ZDV41
67,39139000,39369000,230000,ZDV42,ZDV41,ZDV29
67,39369000,39974000,605000,ZDV41,ZDV29,ZAB71
67,39974000,40719000,745000,ZDV29,ZAB71,ZAB97
67,40719000,41642000,923000,ZAB71,ZAB97,ZFW47
67,41642000,43087000,1445000,ZAB97,ZFW47,ZFW75
67,43087000,43548782,461782,ZFW47,ZFW75,TRACOND10
67,43548782,43678000,129218,TRACOND10,KDFW,XXXX
68,32322000,33156782,834782,XXXX,KCLT,TRACONTKCLT
68,33156782,33160000,3218,TRACONTKCLT,ZTLGP,ZTL31
68,33160000,33549000,389000,ZTLGP,ZTL31,ZTL16
68,33549000,33699000,150000,ZTL31,ZTL16,ZTL32
68,33699000,34282000,583000,ZTL16,ZTL32,ZTL22
68,34282000,34775000,493000,ZTL32,ZTL22,ZTL03
68,34775000,35812000,1037000,ZTL22,ZTL03,ZME30
68,35812000,36783000,971000,ZTL03,ZME30,ZME45
68,36783000,37542000,759000,ZME30,ZME45,ZFW92
68,37542000,38075000,533000,ZME45,ZFW92,ZFW86
68,38075000,38792000,717000,ZFW92,ZFW86,ZFW71
68,38792000,39469000,677000,ZFW86,ZFW71,ZFW29
68,39469000,39692782,223782,ZFW71,ZFW29,TRACOND10
68,39692782,40410000,717218,TRACOND10,KDFW,XXXX
69,35760000,39708000,3948000,XXXX,MMMX,TRACONTMMMX
69,39708000,41085000,1377000,TRACONTMMMX,ZHU59,ZHU76
69,41085000,41547000,462000,ZHU59,ZHU76,ZHU74
69,41547000,41880000,333000,ZHU76,ZHU74,ZHU78
69,41880000,42329000,449000,ZHU74,ZHU78,ZHU82
69,42329000,42549000,220000,ZHU78,ZHU82,ZFW46
69,42549000,42845000,296000,ZHU82,ZFW46,ZFW96
69,42845000,42993000,148000,ZFW46,ZFW96,ZFW62
69,42993000,43258282,265282,ZFW96,ZFW62,TRACOND10
69,43258282,43782000,523718,TRACOND10,KDFW,XXXX
70,31824000,32658782,834782,XXXX,KIAD,TRACONTKIAD
70,32658782,32698000,39218,TRACONTKIAD,ZDCDI,ZDC05
70,32698000,33050000,352000,ZDCDI,ZDC05,ZDC03
70,33050000,33587000,537000,ZDC05,ZDC03,ZID85
70,33587000,34519000,932000,ZDC03,ZID85,ZID83
70,34519000,35161000,642000,ZID85,ZID83,ZID84
70,35161000,35655000,494000,ZID83,ZID84,ZME63
70,35655000,36517000,862000,ZID84,ZME63,ZME26
70,36517000,37727000,1210000,ZME63,ZME26,ZME21
70,37727000,38999000,1272000,ZME26,ZME21,ZFW42
70,38999000,39760000,761000,ZME21,ZFW42,ZFW37
70,39760000,40118282,358282,ZFW42,ZFW37,TRACOND10
70,40118282,40880000,761718,TRACOND10,KDFW,XXXX
71,31896000,32730782,834782,XXXX,KRDU,TRACONTKRDU
71,32730782,32857000,126218,TRACONTKRDU,ZTLGO,ZTL29
71,32857000,33188000,331000,ZTLGO,ZTL29,ZTL47
71,33188000,33274000,86000,ZTL29,ZTL47,ZTL33
71,33274000,33387000,113000,ZTL47,ZTL33,ZTL43
71,33387000,34271000,884000,ZTL33,ZTL43,ZTL39
71,34271000,34735000,464000,ZTL43,ZTL39,ZTL37
71,34735000,35031000,296000,ZTL39,ZTL37,ZME62
71,35031000,35751000,720000,ZTL37,ZME62,ZME31
71,35751000,36520000,769000,ZME62,ZME31,ZME26
71,36520000,37265000,745000,ZME31,ZME26,ZME21
71,37265000,38489000,1224000,ZME26,ZME21,ZFW42
71,38489000,39267000,778000,ZME21,ZFW42,ZFW37
71,39267000,39630282,363282,ZFW42,ZFW37,TRACOND10
71,39630282,40391000,760718,TRACOND10,KDFW,XXXX
72,29760000,30594782,834782,XXXX,KDCA,TRACONTKDCA
72,30594782,30766000,171218,TRACONTKDCA,ZDCDI,ZDC05
72,30766000,31030000,264000,ZDCDI,ZDC05,ZDC03
72,31030000,31240000,210000,ZDC05,ZDC03,ZDC42
72,31240000,31679000,439000,ZDC03,ZDC42,ZID79
72,31679000,32619000,940000,ZDC42,ZID79,ZID93
72,32619000,33266000,647000,ZID79,ZID93,ZID94
72,33266000,33765000,499000,ZID93,ZID94,ZME63
72,33765000,34635000,870000,ZID94,ZME63,ZME26
72,34635000,35856000,1221000,ZME63,ZME26,ZME21
72,35856000,37140000,1284000,ZME26,ZME21,ZFW42
72,37140000,37873000,733000,ZME21,ZFW42,ZFW37
72,37873000,38319782,446782,ZFW42,ZFW37,TRACOND10
72,38319782,39020000,700218,TRACOND10,KDFW,XXXX
73,37980000,38814782,834782,XXXX,KCOS,TRACONTKCOS
73,38814782,38940000,125218,TRACONTKCOS,ZDVPU,ZDV41
73,38940000,39522000,582000,ZDVPU,ZDV41,ZAB71
73,39522000,40277000,755000,ZDV41,ZAB71,ZAB97
73,40277000,41457000,1180000,ZAB71,ZAB97,ZFW47
73,41457000,42936000,1479000,ZAB97,ZFW47,ZFW75
73,42936000,43398782,462782,ZFW47,ZFW75,TRACOND10
73,43398782,43595000,196218,TRACOND10,KDFW,XXXX
74,38718000,39552782,834782,XXXX,KMEM,TRACONTKMEM
74,39552782,40095000,542218,TRACONTKMEM,ZME15,ZME21
74,40095000,40922000,827000,ZME15,ZME21,ZFW42
74,40922000,41694000,772000,ZME21,ZFW42,ZFW37
74,41694000,42062282,368282,ZFW42,ZFW37,TRACOND10
74,42062282,42825000,762718,TRACOND10,KDFW,XXXX
75,40140000,40974782,834782,XXXX,KAUS,TRACONTKAUS
75,40974782,41100000,125218,TRACONTKAUS,ZFWGR,ZHU50
75,41100000,41392000,292000,ZFWGR,ZHU50,ZFW62
75,41392000,41840000,448000,ZHU50,ZFW62,ZFW96
75,41840000,42032000,192000,ZFW62,ZFW96,ZFW62
75,42032000,42299782,267782,ZFW96,ZFW62,TRACOND10
75,42299782,42834000,534218,TRACOND10,KDFW,XXXX
76,40032000,40866782,834782,XXXX,KSAT,TRACONTKSAT
76,40866782,41409000,542218,TRACONTKSAT,ZHU50,ZHU74
76,41409000,41519000,110000,ZHU50,ZHU74,ZFW65
76,41519000,41852000,333000,ZHU74,ZFW65,ZFW46
76,41852000,42020000,168000,ZFW65,ZFW46,ZFW96
76,42020000,42153000,133000,ZFW46,ZFW96,ZFW62
76,42153000,42396782,243782,ZFW96,ZFW62,TRACOND10
76,42396782,42978000,581218,TRACOND10,KDFW,XXXX
77,36900000,37734782,834782,XXXX,KHSV,TRACONTKHSV
77,37734782,37990000,255218,TRACONTKHSV,ZME13,ZME14
77,37990000,38277000,287000,ZME13,ZME14,ZME31
77,38277000,38588000,311000,ZME14,ZME31,ZME26
77,38588000,39199000,611000,ZME31,ZME26,ZME21
77,39199000,40537000,1338000,ZME26,ZME21,ZFW42
77,40537000,41375000,838000,ZME21,ZFW42,ZFW37
77,41375000,41743282,368282,ZFW42,ZFW37,TRACOND10
77,41743282,42497000,753718,TRACOND10,KDFW,XXXX
78,33948000,34782782,834782,XXXX,KMCO,TRACONTKMCO
78,34782782,34881000,98218,TRACONTKMCO,ZMAPI,ZJX15
78,34881000,35005000,124000,ZMAPI,ZJX15,ZJX14
78,35005000,35268000,263000,ZJX15,ZJX14,ZJX16
78,35268000,35346000,78000,ZJX14,ZJX16,ZMA08
78,35346000,36123000,777000,ZJX16,ZMA08,ZJX30
78,36123000,37313000,1190000,ZMA08,ZJX30,ZJXW3
78,37313000,37502000,189000,ZJX30,ZJXW3,ZHU24
78,37502000,38356000,854000,ZJXW3,ZHU24,ZHU37
78,38356000,38769000,413000,ZHU24,ZHU37,ZHU70
78,38769000,39068000,299000,ZHU37,ZHU70,ZHU81
78,39068000,40068000,1000000,ZHU70,ZHU81,ZFW86
78,40068000,40443000,375000,ZHU81,ZFW86,ZFW89
78,40443000,40975000,532000,ZFW86,ZFW89,ZFW29
78,40975000,41368282,393282,ZFW89,ZFW29,TRACOND10
78,41368282,42176000,807718,TRACOND10,KDFW,XXXX
79,35928000,36762782,834782,XXXX,KMSY,TRACONTKMSY
79,36762782,36766000,3218,TRACONTKMSY,ZHUMS,ZHU34
79,36766000,37305000,539000,ZHUMS,ZHU34,ZHU42
79,37305000,38189000,884000,ZHU34,ZHU42,ZFW86
79,38189000,38592000,403000,ZHU42,ZFW86,ZFW89
79,38592000,39314000,722000,ZFW86,ZFW89,ZFW29
79,39314000,39631782,317782,ZFW89,ZFW29,TRACOND10
79,39631782,40398000,766218,TRACOND10,KDFW,XXXX
80,34140000,34974782,834782,XXXX,KJAX,TRACONTKJAX
80,34974782,35538000,563218,TRACONTKJAX,ZJX77,ZJX34
80,35538000,36219000,681000,ZJX77,ZJX34,ZJX11
80,36219000,37235000,1016000,ZJX34,ZJX11,ZHU63
80,37235000,37911000,676000,ZJX11,ZHU63,ZHU65
80,37911000,38617000,706000,ZHU63,ZHU65,ZHU42
80,38617000,39705000,1088000,ZHU65,ZHU42,ZFW86
80,39705000,40086000,381000,ZHU42,ZFW86,ZFW89
80,40086000,40720000,634000,ZFW86,ZFW89,ZFW29
80,40720000,41017282,297282,ZFW89,ZFW29,TRACOND10
80,41017282,41846000,828718,TRACOND10,KDFW,XXXX
81,34110000,34944782,834782,XXXX,KATL,TRACONTKATL
81,34944782,34948000,3218,TRACONTKATL,ZTL01,ZTL04
81,34948000,35489000,541000,ZTL01,ZTL04,ZTL03
81,35489000,35979000,490000,ZTL04,ZTL03,ZME30
81,35979000,36968000,989000,ZTL03,ZME30,ZME45
81,36968000,37740000,772000,ZME30,ZME45,ZFW92
81,37740000,38283000,543000,ZME45,ZFW92,ZFW86
81,38283000,39018000,735000,ZFW92,ZFW86,ZFW71
81,39018000,39710000,692000,ZFW86,ZFW71,ZFW29
81,39710000,39931782,221782,ZFW71,ZFW29,TRACOND10
81,39931782,40635000,703218,TRACOND10,KDFW,XXXX
82,34812000,35646782,834782,XXXX,KDAY,TRACONTKDAY
82,35646782,35801000,154218,TRACONTKDAY,ZIDCV,ZID22
82,35801000,35896000,95000,ZIDCV,ZID22,ZID20
82,35896000,36055000,159000,ZID22,ZID20,ZID18
82,36055000,36152000,97000,ZID20,ZID18,ZID66
82,36152000,36451000,299000,ZID18,ZID66,ZID82
82,36451000,36677000,226000,ZID66,ZID82,ZID81
82,36677000,37393000,716000,ZID82,ZID81,ZME63
82,37393000,37711000,318000,ZID81,ZME63,ZME25
82,37711000,38863000,1152000,ZME63,ZME25,ZME21
82,38863000,40209000,1346000,ZME25,ZME21,ZFW42
82,40209000,40976000,767000,ZME21,ZFW42,ZFW37
82,40976000,41355282,379282,ZFW42,ZFW37,TRACOND10
82,41355282,42113000,757718,TRACOND10,KDFW,XXXX
83,37260000,38094782,834782,XXXX,KELP,TRACONTKELP
83,38094782,38743000,648218,TRACONTKELP,ZAB20,ZAB63
83,38743000,38986000,243000,ZAB20,ZAB63,ZFW82
83,38986000,40588000,1602000,ZAB63,ZFW82,ZFW65
83,40588000,41243000,655000,ZFW82,ZFW65,ZFW62
83,41243000,41559282,316282,ZFW65,ZFW62,TRACOND10
83,41559282,42419000,859718,TRACOND10,KDFW,XXXX
84,36900000,37734782,834782,XXXX,KABQ,TRACONTKABQ
84,37734782,38309000,574218,TRACONTKABQ,ZAB94,ZAB21
84,38309000,38390000,81000,ZAB94,ZAB21,ZAB87
84,38390000,39165000,775000,ZAB21,ZAB87,ZFW93
84,39165000,39977000,812000,ZAB87,ZFW93,ZFW47
84,39977000,40967000,990000,ZFW93,ZFW47,ZFW75
84,40967000,41337782,370782,ZFW47,ZFW75,TRACOND10
84,41337782,41980000,642218,TRACOND10,KDFW,XXXX
85,4993000,37346000,32353000,XXXX,RJAA,TRACONTRJAA
85,37346000,38566000,1220000,TRACONTRJAA,ZSE15,ZOA36
85,38566000,38840000,274000,ZSE15,ZOA36,ZOA31
85,38840000,39611000,771000,ZOA36,ZOA31,ZOA43
85,39611000,40682000,1071000,ZOA31,ZOA43,ZLC42
85,40682000,41473000,791000,ZOA43,ZLC42,ZLC45
85,41473000,42110000,637000,ZLC42,ZLC45,ZLC33
85,42110000,42661000,551000,ZLC45,ZLC33,ZLC34
85,42661000,43319000,658000,ZLC33,ZLC34,ZDV24
85,43319000,43677000,358000,ZLC34,ZDV24,ZDV38
85,43677000,44740000,1063000,ZDV24,ZDV38,ZDV30
85,44740000,44942000,202000,ZDV38,ZDV30,ZAB79
85,44942000,45113000,171000,ZDV30,ZAB79,ZAB72
85,45113000,45450000,337000,ZAB79,ZAB72,ZAB96
85,45450000,45586000,136000,ZAB72,ZAB96,ZAB72
85,45586000,45766000,180000,ZAB96,ZAB72,ZAB96
85,45766000,46043000,277000,ZAB72,ZAB96,ZAB98
85,46043000,47085000,1042000,ZAB96,ZAB98,ZFW47
85,47085000,48072000,987000,ZAB98,ZFW47,ZFW75
85,48072000,48444041,372041,ZFW47,ZFW75,TRACOND10
85,48444041,49078000,633959,TRACOND10,KDFW,XXXX
86,34740000,35574782,834782,XXXX,KSDF,TRACONTKSDF
86,35574782,35578000,3218,TRACONTKSDF,ZIDSD,ZID17
86,35578000,36080000,502000,ZIDSD,ZID17,ZID81
86,36080000,36310000,230000,ZID17,ZID81,ZME63
86,36310000,36629000,319000,ZID81,ZME63,ZME25
86,36629000,37776000,1147000,ZME63,ZME25,ZME21
86,37776000,39116000,1340000,ZME25,ZME21,ZFW42
86,39116000,39876000,760000,ZME21,ZFW42,ZFW37
86,39876000,40248282,372282,ZFW42,ZFW37,TRACOND10
86,40248282,41007000,758718,TRACOND10,KDFW,XXXX
87,33733000,36507000,2774000,XXXX,MMUN,TRACONTMMUN
87,36507000,38717000,2210000,TRACONTMMUN,ZHU79,ZHU68
87,38717000,39812000,1095000,ZHU79,ZHU68,ZHU26
87,39812000,40120000,308000,ZHU68,ZHU26,ZHU46
87,40120000,40591000,471000,ZHU26,ZHU46,ZFW89
87,40591000,40885000,294000,ZHU46,ZFW89,ZFW29
87,40885000,41248282,363282,ZFW89,ZFW29,TRACOND10
87,41248282,42154000,905718,TRACOND10,KDFW,XXXX
88,33684000,34414434,730434,XXXX,KORD,TRACONC90
88,34414434,34958000,543566,TRACONC90,ZAU44,ZAU45
88,34958000,35269000,311000,ZAU44,ZAU45,ZKC84
88,35269000,36217000,948000,ZAU45,ZKC84,ZKC29
88,36217000,37407000,1190000,ZKC84,ZKC29,ZME22
88,37407000,38641000,1234000,ZKC29,ZME22,ZFW42
